event_id,cell_id,condition,position,actor_id,generation_seed,probability,reason,attempts,elapsed_seconds,prompt_tokens,output_tokens
15,prior_0.7_signals_11100,market,1,agent_3,1636099142,0.76,Signal slightly increases probability,1,5.25850520003587,314,16
15,prior_0.7_signals_11100,market,2,agent_4,47521197,0.64,Signal reduces probability due to reliability,1,5.873703500023112,342,18
15,prior_0.7_signals_11100,market,3,agent_5,1288476271,0.56,Signal reduces confidence in NO,1,6.195010100025684,371,17
15,prior_0.7_signals_11100,market,4,agent_1,940705792,0.61,Signal slightly increases probability,1,6.551457199966535,400,16
15,prior_0.7_signals_11100,market,5,agent_2,361053666,0.66,Signal increases probability by 0.05,1,7.533638400025666,428,21
15,prior_0.7_signals_11100,central_full,1,central_full_analyst,1636099142,0.77,Signal increases probability from prior,1,5.161176600027829,293,17
15,prior_0.7_signals_11100,central_full,2,central_full_analyst,47521197,0.62,Balances conflicting signals with prior,1,5.265420699957758,315,18
15,prior_0.7_signals_11100,central_full,3,central_full_analyst,1288476271,0.56,Signals balance with mixed reliability,1,5.464726299978793,335,17
15,prior_0.7_signals_11100,central_full,4,central_full_analyst,940705792,0.52,Balanced signals with mixed reliability reduce confidence.,1,6.182078100042418,355,21
15,prior_0.7_signals_11100,central_full,5,central_full_analyst,361053666,0.62,More reliable signals lean toward YES.,1,6.254113900009543,374,19
15,prior_0.7_signals_11100,central_compact,1,central_compact_analyst,1636099142,0.76,Signal increases probability by 0.06.,1,5.702948300051503,306,22
15,prior_0.7_signals_11100,central_compact,2,central_compact_analyst,47521197,0.68,Signal NO updates prior with reliability 0.7,1,6.078895300044678,334,22
15,prior_0.7_signals_11100,central_compact,3,central_compact_analyst,1288476271,0.63,New signal slightly lowers probability,1,6.13768769998569,363,17
15,prior_0.7_signals_11100,central_compact,4,central_compact_analyst,940705792,0.65,Signal slightly increases probability,1,6.4498207999859005,392,16
15,prior_0.7_signals_11100,central_compact,5,central_compact_analyst,361053666,0.69,Signal increases probability slightly,1,6.903933099936694,420,16
16,prior_0.7_signals_00011,central_full,1,central_full_analyst,31544608,0.62,Signal NO reduces probability,1,5.118756799958646,293,16
16,prior_0.7_signals_00011,central_full,2,central_full_analyst,253917854,0.67,Updated based on mixed signal reliability and prior.,1,5.54066070006229,315,21
16,prior_0.7_signals_00011,central_full,3,central_full_analyst,1139430124,0.73,Signals update prior with reliability-weighted evidence.,1,5.832622800022364,335,21
16,prior_0.7_signals_00011,central_full,4,central_full_analyst,1112980672,0.68,Signals update prior with reliability weights.,1,5.994658900075592,355,19
16,prior_0.7_signals_00011,central_full,5,central_full_analyst,1953143556,0.64,Most signals lean toward YES but reliability varies.,1,6.525545199983753,374,21
16,prior_0.7_signals_00011,central_compact,1,central_compact_analyst,31544608,0.66,Signal reduces probability due to reliability.,1,5.4466550999786705,306,19
16,prior_0.7_signals_00011,central_compact,2,central_compact_analyst,253917854,0.73,Signal increases probability from 0.66 to 0.73.,1,6.610737000009976,334,28
16,prior_0.7_signals_00011,central_compact,3,central_compact_analyst,1139430124,0.76,Signal increases probability by 0.03,1,6.495946200098842,363,21
16,prior_0.7_signals_00011,central_compact,4,central_compact_analyst,1112980672,0.69,Signal weakens prior estimate,1,6.546713300049305,392,17
16,prior_0.7_signals_00011,central_compact,5,central_compact_analyst,1953143556,0.64,New signal slightly lowers probability,1,7.0040496999863535,420,17
16,prior_0.7_signals_00011,market,1,agent_3,31544608,0.57,Signal reduces confidence in public probability.,1,5.51395459997002,314,19
16,prior_0.7_signals_00011,market,2,agent_4,253917854,0.68,Signal updates prior with reliability,1,5.749555099988356,342,17
16,prior_0.7_signals_00011,market,3,agent_5,1139430124,0.76,Signal updates prior with reliability,1,6.18156659998931,371,17
16,prior_0.7_signals_00011,market,4,agent_1,1112980672,0.68,Signal weakens public probability,1,6.6599604999646544,400,17
16,prior_0.7_signals_00011,market,5,agent_2,1953143556,0.62,Signal NO reduces probability,1,7.015736699919216,428,16
17,prior_0.4_signals_00001,central_compact,1,central_compact_analyst,1350299777,0.34,Signal NO reduces probability,1,5.117280999897048,306,16
17,prior_0.4_signals_00001,central_compact,2,central_compact_analyst,86637260,0.31,New signal slightly lowers probability,1,5.673114200006239,334,17
17,prior_0.4_signals_00001,central_compact,3,central_compact_analyst,692841536,0.38,Signal increases probability from 0.31 to 0.38,1,6.920952699962072,363,27
17,prior_0.4_signals_00001,central_compact,4,central_compact_analyst,2079396380,0.33,Signal NO reduces probability,1,6.449396900017746,392,16
17,prior_0.4_signals_00001,central_compact,5,central_compact_analyst,1982862517,0.31,New signal slightly lowers probability,1,7.041920399991795,420,17
17,prior_0.4_signals_00001,market,1,agent_3,1350299777,0.31,Signal reduces probability due to reliability,1,5.43889130000025,314,18
17,prior_0.4_signals_00001,market,2,agent_4,86637260,0.24,Signal reduces probability due to reliability,1,5.860013599973172,342,18
17,prior_0.4_signals_00001,market,3,agent_5,692841536,0.36,Signal updates prior with reliability,1,6.167724600061774,371,17
17,prior_0.4_signals_00001,market,4,agent_1,2079396380,0.29,Signal weakens prior evidence.,1,6.730439399951138,400,18
17,prior_0.4_signals_00001,market,5,agent_2,1982862517,0.23,Signal NO updates prior with reliability 0.6,1,7.592021199990995,428,22
17,prior_0.4_signals_00001,central_full,1,central_full_analyst,1350299777,0.34,Signal NO reduces probability from prior.,1,5.322853400022723,293,19
17,prior_0.4_signals_00001,central_full,2,central_full_analyst,86637260,0.26,Two NO signals lower the probability from prior.,1,5.526466400013305,315,21
17,prior_0.4_signals_00001,central_full,3,central_full_analyst,692841536,0.48,Signals update prior with NO and YES evidence.,1,5.8528737999731675,335,21
17,prior_0.4_signals_00001,central_full,4,central_full_analyst,2079396380,0.47,Most signals lean NO but some YES signals increase probability slightly.,1,6.428600100101903,355,24
17,prior_0.4_signals_00001,central_full,5,central_full_analyst,1982862517,0.49,"Most signals indicate NO, but some YES signals slightly increase probability.",1,6.814707699930295,374,25
18,prior_0.3_signals_10101,market,1,agent_2,741443855,0.24,Signal reduces probability due to reliability.,1,5.399726299918257,313,19
18,prior_0.3_signals_10101,market,2,agent_3,1046163339,0.37,Signal increases probability,1,5.560604400001466,342,15
18,prior_0.3_signals_10101,market,3,agent_4,1988192500,0.28,Signal reduces probability,1,6.018908299971372,370,15
18,prior_0.3_signals_10101,market,4,agent_5,812957462,0.41,Signal updates prior with reliability,1,6.641942400019616,399,17
18,prior_0.3_signals_10101,market,5,agent_1,837770761,0.47,Signal increases probability by 0.12,1,7.519488399964757,428,21
18,prior_0.3_signals_10101,central_full,1,central_full_analyst,741443855,0.24,Signal NO reduces probability from prior.,1,5.331213099998422,292,19
18,prior_0.3_signals_10101,central_full,2,central_full_analyst,1046163339,0.42,Signals suggest moderate support for YES,1,5.275169200031087,315,18
18,prior_0.3_signals_10101,central_full,3,central_full_analyst,1988192500,0.46,Signals update prior with reliability weights,1,5.582296699983999,334,18
18,prior_0.3_signals_10101,central_full,4,central_full_analyst,812957462,0.58,Signals balance with higher reliability supporting YES.,1,6.076987100066617,354,20
18,prior_0.3_signals_10101,central_full,5,central_full_analyst,837770761,0.52,Signals balance with higher reliability for YES and NO.,1,6.578902899986133,374,22
18,prior_0.3_signals_10101,central_compact,1,central_compact_analyst,741443855,0.25,Signal NO reduces probability,1,5.1534712999127805,305,16
18,prior_0.3_signals_10101,central_compact,2,central_compact_analyst,1046163339,0.34,Signal increases probability from 0.25 to 0.34,1,6.527076099999249,334,27
18,prior_0.3_signals_10101,central_compact,3,central_compact_analyst,1988192500,0.31,New signal slightly lowers probability,1,6.0855990999843925,362,17
18,prior_0.3_signals_10101,central_compact,4,central_compact_analyst,812957462,0.42,Signal increases probability from 0.31 with reliability 0.75,1,7.5574289000360295,391,28
18,prior_0.3_signals_10101,central_compact,5,central_compact_analyst,837770761,0.46,Signal increases probability slightly,1,6.953691600007005,420,16
19,prior_0.3_signals_00010,central_full,1,central_full_analyst,444560096,0.26,Signal NO reduces probability from prior.,1,5.346948100021109,293,19
19,prior_0.3_signals_00010,central_full,2,central_full_analyst,1194114556,0.47,Signals update prior with reliability weights,1,5.2854984001023695,315,18
19,prior_0.3_signals_00010,central_full,3,central_full_analyst,999564181,0.42,Signals update prior with reliability weights.,1,5.6812805000226945,335,19
19,prior_0.3_signals_00010,central_full,4,central_full_analyst,1603296251,0.47,Signals update prior with reliability weights.,1,5.993643400026485,355,19
19,prior_0.3_signals_00010,central_full,5,central_full_analyst,871231514,0.42,Most signals indicate NO with higher reliability.,1,6.370169000001624,374,20
19,prior_0.3_signals_00010,central_compact,1,central_compact_analyst,444560096,0.26,Signal NO reduces probability,1,5.141369699966162,306,16
19,prior_0.3_signals_00010,central_compact,2,central_compact_analyst,1194114556,0.36,Signal increases probability from 0.26 to 0.36,1,6.541773100034334,334,27
19,prior_0.3_signals_00010,central_compact,3,central_compact_analyst,999564181,0.32,New signal slightly lowers probability,1,6.115446800016798,363,17
19,prior_0.3_signals_00010,central_compact,4,central_compact_analyst,1603296251,0.27,New signal slightly lowers probability,1,6.564345499966294,392,17
19,prior_0.3_signals_00010,central_compact,5,central_compact_analyst,871231514,0.25,New signal slightly lowers probability,1,7.028843800071627,420,17
19,prior_0.3_signals_00010,market,1,agent_3,444560096,0.22,Signal reduces probability due to reliability,1,5.401500099920668,314,18
19,prior_0.3_signals_00010,market,2,agent_4,1194114556,0.34,Signal updates prior with reliability-weighted evidence.,1,6.125229500001296,342,21
19,prior_0.3_signals_00010,market,3,agent_5,999564181,0.26,Signal suggests lower probability,1,6.081579499994405,371,16
19,prior_0.3_signals_00010,market,4,agent_1,1603296251,0.22,Signal weakens public probability,1,6.674907100037672,400,17
19,prior_0.3_signals_00010,market,5,agent_2,871231514,0.28,Signal updates prior with reliability-adjusted evidence.,1,7.485587800038047,428,21
20,prior_0.6_signals_11111,central_compact,1,central_compact_analyst,1909022478,0.72,Signal increases probability from 0.6 to 0.72.,1,6.101731300004758,306,27
20,prior_0.6_signals_11111,central_compact,2,central_compact_analyst,921455037,0.71,Signal slightly lowers probability,1,5.914436999941245,335,16
20,prior_0.6_signals_11111,central_compact,3,central_compact_analyst,211954454,0.73,Signal adds moderate support to YES,1,6.258235299959779,363,18
20,prior_0.6_signals_11111,central_compact,4,central_compact_analyst,1646302928,0.75,Signal increases probability slightly,1,6.563824599958025,392,16
20,prior_0.6_signals_11111,central_compact,5,central_compact_analyst,592217954,0.77,Signal increases probability slightly,1,6.891436500009149,420,16
20,prior_0.6_signals_11111,market,1,agent_5,1909022478,0.72,Signal updates public probability using reliability.,1,5.502064600004815,314,19
20,prior_0.6_signals_11111,market,2,agent_1,921455037,0.76,Signal increases probability slightly,1,5.6938384000677615,343,16
20,prior_0.6_signals_11111,market,3,agent_2,211954454,0.81,Signal increases probability from 0.76 to 0.81,1,7.126447799964808,371,27
20,prior_0.6_signals_11111,market,4,agent_3,1646302928,0.85,Signal increases confidence,1,6.502073399955407,400,15
20,prior_0.6_signals_11111,market,5,agent_4,592217954,0.89,Signal updates prior with reliability-adjusted evidence.,1,7.490942600066774,428,21
20,prior_0.6_signals_11111,central_full,1,central_full_analyst,1909022478,0.76,Signal increases probability from prior,1,5.147919900016859,293,17
20,prior_0.6_signals_11111,central_full,2,central_full_analyst,921455037,0.78,Combined signals increase confidence,1,5.1071988000767305,316,16
20,prior_0.6_signals_11111,central_full,3,central_full_analyst,211954454,0.81,Multiple reliable signals support YES,1,5.482314800028689,335,17
20,prior_0.6_signals_11111,central_full,4,central_full_analyst,1646302928,0.86,Multiple reliable signals support YES.,1,5.908730300026946,355,18
20,prior_0.6_signals_11111,central_full,5,central_full_analyst,592217954,0.93,Multiple reliable signals support YES,1,6.081031400011852,374,17
21,prior_0.5_signals_01110,market,1,agent_2,940308222,0.62,Signal increases probability due to reliability,1,5.394349499954842,313,18
21,prior_0.5_signals_01110,market,2,agent_3,556688092,0.73,Signal increases probability from 0.62 to 0.73,1,6.635101299965754,342,27
21,prior_0.5_signals_01110,market,3,agent_4,1824056661,0.81,Signal updates prior with reliability,1,6.1983267000177875,370,17
21,prior_0.5_signals_01110,market,4,agent_5,1473367456,0.69,Signal reduces confidence in NO,1,6.661561600049026,399,17
21,prior_0.5_signals_01110,market,5,agent_1,2144563384,0.61,Signal weakens public probability,1,7.091861700057052,428,17
21,prior_0.5_signals_01110,central_full,1,central_full_analyst,940308222,0.6,Signal increases probability from prior.,1,5.124661199981347,292,17
21,prior_0.5_signals_01110,central_full,2,central_full_analyst,556688092,0.68,Two reliable signals support YES.,1,5.229133900022134,314,18
21,prior_0.5_signals_01110,central_full,3,central_full_analyst,1824056661,0.81,Multiple reliable signals support YES,1,5.478432500036433,334,17
21,prior_0.5_signals_01110,central_full,4,central_full_analyst,1473367456,0.68,Multiple signals update prior with reliability weights.,1,6.082248299964704,354,20
21,prior_0.5_signals_01110,central_full,5,central_full_analyst,2144563384,0.58,Multiple signals balance toward YES and NO with varying reliability.,1,6.612810599966906,374,23
21,prior_0.5_signals_01110,central_compact,1,central_compact_analyst,940308222,0.625,Signal increases probability from 0.5 to 0.625.,1,6.249355199979618,305,29
21,prior_0.5_signals_01110,central_compact,2,central_compact_analyst,556688092,0.666,Signal increases probability from 0.625 to 0.666.,1,6.922801900072955,336,31
